Customer_ID,totmou,totrev,creditcd,eqpdays
1047944,2293.0,753.49,Y,578
1011210,17206.0,919.49,N,114
1017236,1457.0,965.14,Y,697
1079315,3968.0,464.62,N,381
1090228,1566.0,492.35,Y,321
1021284,612.0,1015.33,Y,725
1004669,4707.0,1692.76,Y,345
1049782,26249.0,2254.27,N,144
1042810,5845.0,1338.98,Y,459
1063964,6410.0,769.04,Y,136
1057553,2664.0,588.5,Y,332
1032537,11980.0,725.05,Y,299
1040496,2230.0,588.61,N,543
1050396,8190.0,1190.5,N,235
1099007,557.0,502.58,Y,982
1065065,1177.0,462.56,Y,460
1033811,12698.0,1450.7,Y,408
1059746,1312.0,488.51,Y,491
1011394,2242.0,1494.23,Y,940
1035282,14566.0,1579.38,N,84
1090168,3130.0,1196.17,Y,216
1079231,6112.0,702.7,Y,381
1028759,6038.0,901.62,Y,525
1016781,1928.0,1051.33,Y,779
1011051,5886.0,558.61,Y,151
1062791,2574.0,540.43,N,412
1049228,8462.0,350.98,Y,282
1011205,32828.0,2712.13,N,184
1010813,19030.0,2275.21,N,198
1077754,1481.0,266.54,N,280
1015584,1702.0,684.68,Y,845
1066934,4847.0,408.5,Y,205
1081581,4010.0,496.73,Y,374
1002146,3920.0,1694.4,Y,1377
1044749,5513.0,431.69,Y,502
1025479,2254.0,439.67,Y,608
1038121,3541.0,775.37,Y,630
1023352,14466.0,2243.76,,387
1013487,11701.0,1919.0,N,451
1091035,3641.0,428.78,N,137
1017405,1739.0,787.4,Y,770
1012932,6211.0,1368.01,N,793
1034603,13860.0,1434.06,Y,655
1021722,7659.0,1114.36,Y,657
1090513,2193.0,446.63,Y,211
1099059,26547.0,3023.0,N,142
1015715,34375.0,5251.98,Y,288
1085015,9311.0,434.32,N,229
1018201,2097.0,899.78,Y,806
1028674,15127.0,1794.77,Y,522
1099655,7263.0,2122.78,N,879
1025682,12649.0,1661.35,Y,364
1041906,1321.0,516.89,Y,530
1060840,12812.0,1511.97,Y,3
1046369,6701.0,865.52,Y,533
1099039,7440.0,1743.68,Y,915
1060712,3784.0,534.39,Y,317
1098085,18088.0,1636.06,Y,436
1079795,31645.0,1880.65,N,131
1007795,7943.0,1245.37,Y,81
1076178,380.0,144.15,Y,333
1063735,1973.0,543.95,N,406
1062478,1479.0,195.57,Y,306
1055853,485.0,141.04,Y,323
1019827,7960.0,1233.95,N,185
1052250,5264.0,1000.63,N,136
1023169,3204.0,1181.96,Y,807
1015682,3258.0,750.8,Y,735
1033966,6619.0,865.61,N,554
1040133,4872.0,1580.9,Y,489
1023124,21199.0,1927.83,Y,451
1060278,2820.0,519.21,Y,488
1082182,5889.0,732.81,Y,203
1023631,2432.0,733.01,Y,631
1091010,13702.0,1035.06,Y,68
1083816,6452.0,431.71,Y,307
1065210,8871.0,730.63,Y,353
1039541,11249.0,1216.61,Y,106
1038161,6908.0,1865.3,Y,65
1029772,5458.0,778.72,Y,574
1005423,3317.0,1682.33,Y,96
1097898,517.0,165.64,Y,1638
1062289,6407.0,312.85,N,307
1017691,7402.0,2008.64,Y,812
1089051,9695.0,1505.25,N,332
1087178,14068.0,772.67,N,38
1065784,1978.0,259.11,Y,288
1089735,722.0,328.69,Y,325
1091896,13877.0,498.01,N,244
1094422,14793.0,510.22,Y,268
1013735,6592.0,1475.35,Y,880
1038362,2681.0,764.26,Y,674
1024580,36563.0,2053.3,Y,81
1097212,3921.0,353.14,N,191
1065562,4312.0,935.87,N,458
1094369,461.0,258.67,N,207
1063658,7846.0,919.68,Y,348
1048099,5218.0,298.25,Y,470
1047382,17673.0,1246.41,Y,140
1079861,3354.0,529.71,N,378
1062868,4754.0,454.9,Y,15
1066989,1152.0,188.76,Y,341
1054447,2044.0,868.49,N,461
1055172,10369.0,1504.74,N,198
1006223,176.0,631.51,Y,1121
1057695,10227.0,671.11,Y,500
1055498,293.0,302.77,Y,408
1035849,28228.0,2307.75,N,175
1052776,11915.0,1370.91,Y,228
1080979,11218.0,648.84,Y,13
1096953,71.0,102.32,Y,198
1017192,9891.0,2064.43,Y,288
1057649,2443.0,250.32,Y,41
1025580,11940.0,1172.16,N,776
1033727,1005.0,574.09,Y,725
1020389,12571.0,1019.76,N,676
1095059,3138.0,425.8,Y,193
1031092,1705.0,601.53,Y,569
1007025,3005.0,1235.29,Y,1045
1093205,4115.0,663.07,Y,97
1040422,7739.0,975.34,Y,544
1044645,1701.0,247.76,Y,504
1061517,1873.0,418.1,N,374
1015533,3580.0,1362.0,Y,211
1020430,5550.0,1638.53,Y,675
1079122,7722.0,729.2,Y,320
1073746,16787.0,1520.18,Y,405
1059857,9406.0,786.09,Y,383
1035552,513.0,527.79,N,534
1009778,13477.0,1898.71,N,777
1019236,18698.0,2604.45,N,610
1026030,1832.0,487.09,Y,771
1088924,2228.0,510.52,Y,272
1085161,2821.0,483.02,N,362
1050744,16055.0,1457.49,Y,447
1024718,22358.0,2100.18,N,191
1058824,2189.0,712.42,N,495
1074541,959.0,105.24,Y,25
1044265,331.0,217.04,N,507
1012204,16079.0,2557.39,Y,234
1007984,30744.0,2251.44,Y,396
1029607,11173.0,1335.45,N,682
1078433,216.0,588.66,N,253
1002619,35613.0,3296.49,Y,105
1050920,1162.0,431.73,N,432
1086639,5557.0,350.22,N,185
1032524,3094.0,567.84,Y,733
1094469,1648.0,294.44,N,206
1089547,3250.0,397.95,Y,327
1078984,576.0,254.52,Y,212
1023989,2884.0,933.18,Y,734
1026898,1910.0,1063.6,Y,119
1075560,9608.0,876.6,N,8
1030527,3005.0,717.04,Y,241
1007748,5351.0,1120.45,Y,990
1042656,4154.0,700.38,Y,461
1074063,1859.0,661.86,Y,403
1082548,1611.0,724.29,Y,310
1065069,36644.0,3248.49,Y,399
1047480,5556.0,1132.47,Y,522
1065051,4932.0,738.61,N,214
1075065,1319.0,287.7,Y,229
1088350,688.0,321.43,Y,233
1045521,2504.0,756.79,,495
1001932,3774.0,1483.88,Y,1050
1026798,5738.0,1094.67,Y,573
1071222,7067.0,872.51,N,18
1045008,4713.0,347.65,Y,546
1066125,3494.0,604.26,Y,454
1097055,3223.0,328.44,Y,194
1090433,238.0,284.55,Y,319
1006388,7233.0,1363.34,Y,239
1071057,14967.0,1099.77,Y,52
1083624,496.0,284.28,Y,261
1039062,12032.0,1544.09,Y,-3
1006422,14528.0,1836.25,Y,348
1046324,2529.0,1391.7,Y,426
1041363,11658.0,1163.69,N,473
1029681,16408.0,1621.89,N,675
1066152,1977.0,554.33,Y,347
1018300,728.0,542.42,Y,804
1059030,6616.0,428.01,Y,433
1018980,3995.0,746.18,Y,492
1039221,11464.0,1336.29,N,556
1022995,4189.0,995.95,Y,166
1051131,10224.0,1957.83,Y,490
1085773,2357.0,550.13,N,359
1027191,15342.0,1453.32,Y,643
1008888,10511.0,1550.7,N,900
1075392,867.0,377.22,Y,397
1035670,7659.0,1765.72,Y,694
1068435,3867.0,351.6,Y,330
1057755,3455.0,290.82,Y,95
1003786,20286.0,2394.3,Y,650
1020752,35575.0,3234.65,N,110
1067870,2247.0,452.02,N,188
1080605,2432.0,93.05,N,315
1099334,4248.0,1132.52,Y,437
1068450,492.0,184.28,Y,376
1054066,4298.0,500.89,Y,62
1042885,1875.0,786.36,Y,98
1065402,1354.0,392.57,Y,317
1005411,14334.0,1599.56,Y,370
1088085,2234.0,400.01,Y,235
1087888,4472.0,601.44,Y,8
1092224,1922.0,461.01,Y,301
1088306,11601.0,1114.67,Y,340
1046760,8200.0,846.23,Y,31
1098102,611.0,421.92,Y,1258
1036553,3802.0,678.46,Y,200
1041879,934.0,532.91,Y,530
1088241,7428.0,905.98,N,234
1064715,2670.0,621.75,Y,339
1092474,469.0,365.25,N,237
1072414,442.0,473.26,N,351
1096855,321.0,283.04,N,200
1030345,2080.0,1094.49,Y,740
1057302,5741.0,855.18,Y,334
1070297,8297.0,1442.28,Y,425
1033802,280.0,970.76,Y,602
1083101,13353.0,754.72,Y,201
1083107,3710.0,706.06,Y,244
1069709,7313.0,1340.29,Y,322
1034736,5791.0,828.59,Y,608
1047699,16284.0,661.24,Y,580
1003041,3978.0,1229.61,Y,159
1069086,22700.0,2431.02,N,199
1031618,1241.0,745.84,Y,736
1030534,5748.0,715.5,Y,679
1067275,6706.0,724.62,N,277
1091134,3755.0,843.45,N,205
1019071,3177.0,1401.43,Y,242
1028216,17245.0,1459.7,Y,336
1096980,2405.0,322.54,Y,197
1033407,6142.0,805.94,Y,559
1036707,15284.0,945.96,N,4
1031169,1638.0,659.24,Y,569
1016046,10323.0,1547.01,Y,11
1017671,35754.0,5029.68,Y,813
1063027,3125.0,320.44,Y,303
1037262,6113.0,1474.13,Y,686
1063689,3213.0,526.06,N,361
1064926,3127.0,624.32,Y,461
1012613,4879.0,1010.34,Y,400
1055424,3284.0,1132.49,Y,128
1082424,2838.0,459.05,N,310
1056712,2871.0,586.75,Y,400
1084123,2680.0,400.37,Y,306
1056945,16529.0,1415.19,N,170
1017425,6794.0,815.65,Y,708
1060351,3993.0,467.95,Y,483
1011689,4784.0,1239.77,Y,763
1049457,21534.0,2340.26,N,182
1065467,4666.0,302.43,N,351
1018270,19756.0,2521.62,Y,308
1064705,4714.0,915.28,N,356
1035416,11798.0,966.58,Y,536
1055842,3911.0,774.84,Y,452
1024391,2062.0,759.57,Y,729
1066999,15190.0,1165.05,N,57
1007332,20553.0,1061.75,N,48
1043981,13828.0,1784.53,N,515
1077541,2235.0,122.45,Y,281
1097679,2613.0,671.7,Y,934
1062662,2926.0,338.92,Y,305
1077297,8141.0,580.49,Y,306
1002013,45447.0,4034.72,Y,115
1068448,16700.0,2667.78,Y,330
1003795,16509.0,2283.89,Y,1170
1024220,12225.0,1937.63,Y,82
1088995,5644.0,1067.98,Y,132
1084884,9147.0,489.94,Y,364
1034322,13138.0,1112.52,Y,550
1064729,9891.0,722.09,Y,122
1083897,655.0,238.13,N,199
1015137,6790.0,1437.92,N,427
1051380,2855.0,312.63,Y,351
1057764,9630.0,1036.15,N,393
1011113,11215.0,1534.7,Y,125
1009905,8379.0,1015.66,N,175
1079311,1548.0,371.81,N,274
1031281,8639.0,992.72,Y,83
1050678,5071.0,919.2,Y,52
1034511,821.0,608.34,Y,371
1099670,5031.0,845.54,Y,364
1038669,5868.0,714.96,Y,139
1078621,24468.0,959.44,N,322
1089748,2596.0,764.58,Y,126
1072942,3038.0,592.84,Y,148
1047165,7696.0,1162.9,Y,418
1015789,19771.0,1559.83,Y,196
1086436,7258.0,249.43,N,248
1043233,8000.0,1461.12,Y,518
1016106,2140.0,1139.99,Y,727
1015970,2799.0,1182.87,Y,730
1052205,14896.0,866.34,Y,481
1030822,6202.0,1116.01,Y,678
1073424,5846.0,1184.63,Y,345
1026134,2489.0,749.8,Y,495
1064429,2861.0,339.37,Y,295
1030157,7487.0,829.22,Y,464
1065412,6317.0,682.11,N,352
1032256,6806.0,545.84,Y,673
1082406,1997.0,259.92,Y,264
1063175,6417.0,739.23,N,95
1027652,9038.0,1301.55,Y,648
1050824,4567.0,650.34,Y,447
1074795,10073.0,850.57,Y,390
1038366,6958.0,912.87,Y,505
1007489,4811.0,1173.6,N,1101
1058486,13727.0,768.88,Y,327
1090520,8752.0,1012.6,Y,318
1065512,2599.0,363.58,N,351
1035941,2576.0,646.37,Y,592
1097488,3178.0,538.57,N,185
1074162,242.0,450.78,Y,341
1023699,2860.0,842.66,N,799
1024103,18123.0,1200.66,Y,48
1069367,3268.0,576.75,Y,324
1009771,1641.0,740.06,Y,940
1022453,12627.0,1536.47,Y,129
1035132,12209.0,2179.93,Y,91
1037072,1650.0,670.42,N,20
1027106,306.0,789.2,Y,699
1000785,1150.0,1801.63,Y,727
1014283,5520.0,987.0,Y,868
1035477,1904.0,586.94,Y,290
1087543,10504.0,1487.05,Y,60
1045676,2050.0,364.15,Y,493
1091501,4789.0,926.01,Y,309
1064221,13374.0,2902.8,Y,358
1049364,5530.0,852.49,Y,396
1019091,29.0,371.98,Y,689
1023906,30000.0,2265.96,Y,689
1008422,10440.0,2008.52,Y,504
1007567,7443.0,1550.02,Y,1100
1020796,3461.0,736.93,Y,778
1001813,76260.0,5526.11,,361
1019935,4070.0,1174.73,Y,682
1032539,1687.0,519.4,Y,74
1078031,7868.0,814.49,Y,386
1067422,5283.0,582.02,Y,239
1050577,12667.0,1745.56,N,442
1091266,4512.0,624.05,Y,70
1088872,1206.0,549.25,Y,334
1041810,1047.0,790.14,Y,638
1030346,6882.0,866.02,Y,277
1044230,2147.0,692.9,N,486
1027304,5757.0,1162.62,Y,13
1067140,5045.0,1064.01,Y,430
1017656,14611.0,2191.96,,705
1024124,2154.0,740.71,N,131
1064472,1557.0,283.22,N,295
1041213,9206.0,1685.32,N,111
1009534,10206.0,1396.71,N,992
1035526,10808.0,1188.17,N,175
1043720,9876.0,961.77,N,372
1020073,22072.0,1609.62,Y,288
1007377,6162.0,1091.79,Y,995
1042128,31747.0,2873.2,Y,391
1035814,10529.0,1659.9,Y,430
1005730,2307.0,1227.89,Y,251
1066788,1010.0,146.27,N,342
1017744,14880.0,1875.96,Y,483
1096486,5811.0,485.9,Y,189
1084183,8359.0,1548.55,Y,367
1050240,8253.0,920.31,Y,81
1055472,1311.0,361.33,N,346
1070376,7168.0,573.09,N,131
1092860,8352.0,1148.95,N,95
1077764,1239.0,412.59,Y,260
1082770,2256.0,437.48,N,371
1016407,56464.0,4895.29,N,177
1075124,5508.0,139.11,Y,337
1069133,14881.0,1261.03,N,230
1027315,24601.0,1681.7,N,421
1073848,4167.0,526.18,Y,234
1096542,4523.0,304.28,,119
1037162,4778.0,1076.86,Y,409
1018653,9729.0,1254.21,Y,25
1055646,15880.0,1018.44,N,345
1008664,2714.0,837.95,Y,1076
1086331,1248.0,344.32,,295
1009116,10157.0,1888.45,Y,1019
1037309,9884.0,1141.85,Y,13
1038579,19270.0,2066.18,Y,226
1074168,1266.0,315.67,Y,233
1041407,14592.0,1320.21,N,99
1087633,10345.0,1228.23,N,1
1071743,2129.0,325.5,Y,247
1048684,7972.0,1291.9,N,571
1064918,114.0,283.51,Y,292
1084796,5013.0,874.9,Y,364
1021576,40721.0,3134.28,N,660
1031052,6603.0,577.03,Y,549
1042140,4481.0,760.52,Y,574
1054125,4211.0,578.22,N,38
1054882,5975.0,424.6,N,458
1018139,5645.0,1338.05,Y,707
1019593,9533.0,1288.33,Y,53
1086592,13466.0,1640.9,Y,246
1000398,4474.02,1430.15,Y,616
1052441,15497.0,945.35,Y,371
1028714,12401.0,2273.05,N,351
1032046,4201.0,734.63,Y,674
1096024,9299.0,809.85,N,228
1075808,4796.0,718.78,Y,334
1023880,7619.0,1010.65,Y,736
1090135,4508.0,492.68,Y,322
1012974,462.0,786.37,Y,792
1048051,12505.0,1307.47,N,470
1081483,4782.0,611.68,Y,252
1030002,10567.0,1380.22,Y,635
1016603,12412.0,1502.85,N,781
1098739,230.0,470.43,Y,1067
1069208,2201.0,323.8,N,325
1047927,2023.0,964.78,Y,517
1061215,6493.0,763.87,N,483
1049122,1853.0,235.0,Y,507
1010948,5751.0,1476.6,Y,91
1013257,3469.0,1251.63,N,847
1004085,16052.0,1769.66,N,465
1037393,16764.0,1665.0,Y,516
1083443,2042.0,329.73,Y,200
1067409,2827.0,645.51,N,276
1059638,1055.0,1274.15,Y,384
1094482,607.0,338.51,Y,263
1015855,5862.0,967.46,Y,732
1087379,19589.0,1897.68,N,176
1063745,1025.0,180.92,Y,406
1078325,3841.0,564.02,N,384
1047520,4841.0,635.36,Y,286
1056729,2808.0,600.13,N,338
1069917,5456.0,653.17,Y,44
1067472,9425.0,1744.17,N,383
1074622,15395.0,1540.35,Y,231
1041817,1481.0,586.44,Y,531
1025747,7844.0,1148.18,N,85
1020240,3659.0,932.01,Y,740
1046882,4040.0,752.32,Y,144
1086792,5196.0,471.27,Y,73
1058076,10451.0,996.29,N,329
1059172,9490.0,1198.14,Y,493
1055888,3279.0,638.89,N,405
1051993,2722.0,839.97,N,483
1091118,2898.0,503.67,Y,206
1002837,2089.0,1250.33,Y,1182
1039182,9840.0,838.68,Y,495
1046960,2769.0,945.38,N,588
1058333,5297.0,872.55,Y,478
1051501,923.0,762.11,Y,441
1066029,15086.0,1567.66,N,213
1026507,3878.0,580.36,N,185
1014707,4481.0,1317.88,Y,754
1022227,902.0,707.0,Y,713
1070770,3373.0,289.64,Y,315
1094080,1591.0,523.69,Y,274
1038104,11850.0,1441.97,Y,204
1083416,738.0,163.58,N,262
1001133,6688.02,1547.79,Y,1500
1086805,2248.0,115.77,N,184
1059238,5160.0,810.04,N,368
1039146,2435.0,828.76,Y,283
1089728,1722.0,452.95,Y,325
1089425,2411.0,551.02,N,39
1088126,6608.0,708.48,N,54
1015104,12082.0,1567.72,Y,854
1001979,19842.0,3171.39,N,387
1099161,1451.0,916.51,Y,716
1042497,4965.0,742.48,Y,462
1005263,984.0,1271.84,Y,1090
1089543,2052.0,325.36,Y,184
1075263,1629.0,319.69,,290
1033795,2006.0,933.57,Y,555
1046945,282.0,327.36,Y,420
1024084,9989.0,758.01,Y,456
1090242,2863.0,645.88,Y,260
1085363,5038.0,700.46,Y,11
1075691,5290.0,650.49,N,127
1011005,25943.0,2487.84,Y,48
1019312,22629.0,1986.8,N,91
1026740,3725.0,949.02,N,205
1075421,5369.0,183.3,N,336
1097773,3906.0,1233.16,Y,608
1036711,2022.0,1132.69,Y,584
1050752,7304.0,967.75,N,264
1014989,2866.0,802.71,N,748
1018329,5352.0,1796.53,Y,865
1089792,431.0,580.83,Y,264
1019547,4077.0,931.25,Y,793
1057010,844.0,498.1,Y,336
1054387,4209.0,462.5,Y,93
1038869,1212.0,678.69,Y,668
1009505,10534.0,2054.86,N,138
1080558,3537.0,545.17,Y,376
1080576,12644.0,1250.05,Y,114
1008625,23120.0,3460.38,Y,341
1084152,6208.0,417.2,N,198
1062316,9927.0,1057.02,Y,71
1095203,2347.0,469.55,N,251
1022624,11288.0,1463.87,Y,344
1095708,655.0,199.68,Y,240
1007136,4234.0,1073.29,N,936
1047884,6853.0,1367.91,Y,237
1066629,11792.0,626.96,N,282
1061002,7737.0,610.4,Y,423
1003382,11478.0,2277.8,Y,447
1049509,5637.0,412.09,Y,310
1007850,18583.0,2994.18,N,246
1059006,1484.0,523.82,Y,325
1020287,7428.0,1220.45,Y,271
1023350,12960.0,2456.42,Y,635
1025393,14181.0,1877.4,Y,239
1087920,8807.0,673.47,Y,25
1066703,28732.0,2963.23,Y,287
1053373,2655.0,577.67,Y,425
1082720,1965.0,308.8,Y,202
1098201,5726.0,1189.1,Y,1315
1095329,8347.0,467.16,N,188
1057033,20492.0,1326.75,Y,504
1078876,11452.0,534.85,Y,136
1007985,1206.0,992.47,Y,985
1071708,3651.0,455.4,Y,247
1084093,10709.0,956.77,N,218
1092708,4185.0,267.97,Y,188
1096240,2228.0,564.01,Y,220
1014189,9001.0,1329.62,Y,762
1097652,12678.0,1459.23,N,872
1017509,14431.0,1845.72,Y,769
1083308,341.0,635.62,Y,308
1061881,618.0,886.33,Y,418
1016934,12122.0,1054.33,Y,54
1081326,658.0,497.01,Y,374
1053006,13273.0,1244.05,N,535
1077428,8658.0,833.35,N,388
1000211,67399.05667,6179.28,Y,299
1032517,4904.0,587.16,Y,532
1096976,23.0,165.53,Y,14
1071730,2574.0,462.97,Y,355
1000957,60040.0,5709.45,Y,367
1031126,11070.0,1650.58,Y,56
1001602,4936.0,1709.17,Y,209
1069138,9072.0,978.41,Y,326
1073252,4265.0,561.37,N,300
1084991,3234.0,452.1,N,302
1019269,7835.0,1143.66,Y,687
1081583,9534.0,845.31,Y,374
1025069,2777.0,441.91,Y,613
1063342,718.0,326.35,N,359
1012561,2714.0,1018.9,Y,970
1024492,2014.0,658.75,N,682
1062255,5123.0,876.67,Y,415
1076927,5681.0,434.79,Y,221
1084350,1970.0,428.66,Y,127
1063017,3885.0,456.15,Y,411
1013832,2754.0,951.05,Y,832
1057703,1425.0,183.92,Y,439
1043167,6020.0,1759.03,Y,625
1081693,4626.0,268.57,N,205
1030440,5799.0,831.78,Y,597
1017251,7376.0,1205.59,Y,711
1044211,9019.0,1636.03,Y,614
1044974,12005.0,1204.0,N,0
1095528,3053.0,403.01,N,244
1047507,12932.0,1115.84,N,522
1040723,3670.0,742.0,N,479
1025315,11699.0,1605.2,N,259
1075197,15861.0,894.71,N,112
1049910,15927.0,2307.37,Y,500
1028648,10430.0,1471.62,Y,579
1077127,2692.0,231.05,Y,213
1013725,17248.0,1757.94,N,486
1091963,11035.0,1952.18,Y,304
1040562,2809.0,615.59,Y,481
1009884,5407.0,1081.09,Y,131
1031370,9323.0,970.65,Y,568
1058035,10130.0,989.35,N,330
1093201,5425.0,744.29,,91
1075511,4929.0,525.09,Y,227
1082120,1078.0,743.56,Y,311
1074609,10208.0,705.31,Y,339
1017717,2883.0,934.83,,89
1061814,2419.0,492.8,Y,310
1027781,2735.0,614.15,,508
1073784,2424.0,597.53,Y,404
1087651,4447.0,680.51,N,241
1060313,2475.0,335.37,Y,319
1033216,7627.0,896.58,Y,168
1016709,1172.0,472.18,N,780
1001452,14230.0,1206.48,N,182
1025224,373.0,372.62,Y,611
1003734,45242.0,4536.25,Y,238
1027483,2563.0,759.55,Y,650
1092742,950.0,440.01,Y,295
1013135,5188.0,1419.29,Y,437
1076969,3980.0,596.17,N,111
1068574,5374.0,536.33,N,437
1081810,917.0,281.46,Y,373
1027744,380.0,812.05,Y,585
1086747,12.0,199.97,Y,82
1013756,1493.0,879.24,Y,795
1037073,2437.0,646.89,N,518
1033738,6416.0,551.77,Y,97
1039785,4614.0,827.34,Y,147
1004658,18859.0,1186.94,Y,174
1076337,2466.0,422.56,Y,393
1006174,4188.0,1058.94,Y,953
1089089,376.0,515.16,Y,225
1073469,5982.0,406.12,Y,345
1085213,4970.0,195.81,N,362
1017574,10705.0,1751.94,Y,814
1051113,3871.0,694.84,Y,382
1009578,4951.0,886.84,Y,510
1069978,2048.0,583.87,Y,366
1033513,10117.0,1427.15,Y,558
1023196,4212.0,618.15,Y,326
1001487,7325.0,1965.97,Y,809
1084660,258.0,319.77,N,258
1029644,4946.0,702.58,Y,743
1036119,13445.0,866.38,Y,636
1027292,95.0,211.44,,589
1050684,1618.0,772.63,N,494
1087631,7440.0,435.05,N,241
1099405,5431.0,1139.14,Y,857
1079987,5178.0,682.54,Y,378
1036133,13117.0,1839.27,Y,228
1059643,9986.0,859.12,Y,322
1047576,8900.0,921.26,N,520
1040919,10495.0,926.46,N,64
1076965,3787.0,366.19,N,2
1018261,2809.0,916.73,Y,866
1000672,2039.016667,1075.41,Y,1479
1070707,11749.0,772.81,Y,124
1064812,13501.0,1483.11,N,143
1031353,4649.0,1102.34,Y,11
1060566,9704.0,929.33,N,426
1090002,4011.0,391.87,N,101
1016239,5004.0,665.55,Y,765
1032487,11669.0,908.92,Y,142
1072070,11493.0,883.19,Y,171
1048538,5580.0,598.53,Y,404
1086866,1454.0,266.05,N,184
1043217,7378.0,738.9,Y,625
1014824,14636.0,1795.76,N,433
1053953,2550.0,559.83,Y,318
1032541,4249.0,679.94,Y,429
1018701,6526.0,1423.18,Y,157
1090388,15077.0,926.71,Y,319
1062986,1698.0,662.92,Y,365
1050042,11284.0,1159.12,N,120
1098960,656.0,727.8,Y,929
1063413,5743.0,673.82,Y,469
1073117,21108.0,1198.04,Y,99
1097663,4759.0,925.01,Y,802
1049379,10783.0,1044.19,N,457
1018901,18307.0,1760.04,Y,85
1019514,5407.0,870.91,Y,539
1044297,8111.0,847.97,Y,613
1014679,3386.0,680.58,Y,730
1045383,16477.0,1263.83,Y,124
1015265,7843.0,1468.82,N,369
1092602,10831.0,916.4,Y,133
1024369,9395.0,1153.8,,683
1070508,4575.0,430.34,N,362
1027419,3343.0,771.14,Y,30
1065829,3014.0,604.96,Y,287
1048495,3518.0,505.0,Y,404
1089744,5972.0,493.66,Y,264
1018390,10260.0,1186.14,Y,695
1071492,4319.0,393.9,Y,310
1082758,2607.0,694.57,,310
1045499,15218.0,1288.1,Y,469
1091319,6142.0,741.63,,311
1058221,11788.0,1712.41,N,329
1069830,16056.0,800.29,N,367
1030474,9862.0,849.16,Y,679
1075383,1630.0,285.36,Y,228
1024268,27080.0,2559.42,Y,390
1013565,6205.0,1918.63,Y,838
1043665,6775.0,731.31,Y,274
1056584,4471.0,582.07,Y,265
1000072,16488.01667,2954.67,Y,226
1026843,2125.0,763.95,Y,616
1024129,1788.0,879.45,Y,793
